,barcode,cpg_oid,cpg_ref,categoryCode,itemID,brandID
537,511111716716,5f77274bbe37ce6b592e90b9,Cogs,BAKING,dd55c2bf-e095-5c2a-8c4f-50c5fe22d98f,5f77274bbe37ce6b592e90bb
538,511111604471,5a734034e4b0d58f376be874,Cogs,SNACKS,01514884-7713-512e-b85a-abc3edb5976b,5afda1dae4b0c11cfecd49f6
539,511111814085,5e5ea9cc9c50da1291a6d074,Cogs,DAIRY_AND_REFRIGERATED,dbb50d25-0952-5934-867f-f337e8d17d3e,5e710dbeee7f2d0b35b2a192
540,511111205388,5d5d4fd16d5f3b23d1bc7905,Cogs,MAGAZINES,c15e06d7-fd3c-5895-a12a-bd604e3e4741,5d66dad8a3a018093ab34729
541,511111206057,5332f5f3e4b03c9a25efd0ae,Cogs,BREAKFAST & CEREAL,6a4723aa-c732-5fb7-b78d-b973559d74b0,5daf5f65a60b87376833e363
542,511111715832,5f4802bdbe37ce0c8303373c,Cogs,BAKING,724ed31b-9db8-5e8e-aee5-17bf23d9ddfc,5f4802bdbe37ce0c8303373d
543,511111419303,5ffe3381be37ce5e01754c34,Cogs,BAKING,66ea643e-a362-5065-b744-80688f5ab4f7,5ffe3381be37ce5e01754c35
544,511111019213,5ffe2e38be37ce5e01754c21,Cogs,BAKING,34bc24a6-76bb-56b7-b1d5-d4c9d3d61bbe,5ffe2e38be37ce5e01754c23
545,511111919315,5ffe347ebe37ce5e01754c3d,Cogs,BAKING,00692f64-0d32-5d8b-a47f-4f90b7001966,5ffe347ebe37ce5e01754c3e
546,511111119272,5ffe336ebe37ce5e01754c2e,Cogs,BAKING,ab4f45b5-02fe-587f-b88d-cdb439941413,5ffe336fbe37ce5e01754c31
547,511111319283,5ffe336ebe37ce5e01754c2e,Cogs,BAKING,80774b93-10a5-5ce7-b48e-4b571642153d,5ffe336fbe37ce5e01754c32
548,511111619260,5ffe336ebe37ce5e01754c2e,Cogs,BAKING,e0701fc0-a594-5a3a-b407-54d81d34dc5d,5ffe336fbe37ce5e01754c30
549,511111219224,5ffe2e38be37ce5e01754c21,Cogs,BAKING,77d2ca1a-bcbe-5b39-9068-01c1ffeb94aa,5ffe2e39be37ce5e01754c24
550,511111919247,5332fa12e4b03c9a25efd1e7,Cogs,CANDY_AND_SWEETS,1da1f1c2-51f1-5a2e-b3e5-f60d5b723433,5ffe2e39be37ce5e01754c26
551,511111719236,5ffe2e38be37ce5e01754c21,Cogs,BAKING,a8636c2f-3895-5352-bb4a-dd51aeb757db,5ffe2e39be37ce5e01754c25
552,511111419259,5ffe336ebe37ce5e01754c2e,Cogs,BAKING,9c90b152-9789-5cbb-98a5-6e8f150c2dfa,5ffe336fbe37ce5e01754c2f
553,511111819295,5332fa12e4b03c9a25efd1e7,Cogs,CANDY_AND_SWEETS,8e522982-bc06-5732-a47a-6dbb592cfeeb,5ffe336fbe37ce5e01754c33
554,511111118442,5fdce8dabe37ce5fa8ba59be,Cogs,BAKING,85aa229d-4a0f-5702-9ed9-2b9b7b9ce9d3,5fdce8dbbe37ce5fa8ba59c2
555,511111918431,5fdce8dabe37ce5fa8ba59be,Cogs,BAKING,a59f34d5-9ffa-5a9c-bf9c-7b3803faaff6,5fdce8dbbe37ce5fa8ba59c1
556,511111618454,5332fa12e4b03c9a25efd1e7,Cogs,CANDY_AND_SWEETS,8b53873c-d6e6-52dc-8fbb-ec909ece10a6,5fdce8dcbe37ce5fa8ba59c3
557,511111318477,5fdce9cabe37ce5fa8ba59cd,Cogs,BAKING,88e145ee-f913-51a2-8a79-158e9e8a1f3e,5fdce9cabe37ce5fa8ba59ce
558,511111818465,5fdce8edbe37ce5fa8ba59cb,Cogs,BAKING,d4c7c0ea-60bc-5c5a-987a-0359cccd7328,5fdce8edbe37ce5fa8ba59cc
559,511111218418,5fdce8dabe37ce5fa8ba59be,Cogs,BAKING,ea2731b1-00a9-5818-a813-e400dfc152e4,5fdce8dbbe37ce5fa8ba59bf
560,511111418429,5fdce8dabe37ce5fa8ba59be,Cogs,BAKING,e573ba05-12e7-53a3-8195-1acc7d4d81ed,5fdce8dbbe37ce5fa8ba59c0
561,511111517726,5fb6b608be37ce522e165cb9,Cogs,BREAD_AND_BAKERY,81034fc9-de3b-557d-be41-7f25cc0ec6a2,5fb8216ebe37ce522e165cdd
562,511111003687,5332f5ebe4b03c9a25efd0a8,Cpgs,,02dba853-2a26-5e4a-855c-0b9090ec72dd,5332f765e4b03c9a25efd120
563,511111815730,5f43faabbe37ce3ef3fd3714,Cogs,BAKING,0cb4be20-e329-54dc-8b94-8f2c209ebae0,5f43faabbe37ce3ef3fd3717
564,511111700302,5332f709e4b03c9a25efd0f1,Cogs,BEER WINE SPIRITS,ea7e3b6d-aa27-5126-88dc-bbc5bdfe4018,5a5d1f46e4b0db471c2d0427
565,511111506195,559c2234e4b06aca36af13c6,Cogs,FROZEN,426a1ac5-197d-51e4-ad1f-3e21514886ea,5db9e8db1dda2c3e1416aea1
566,511111101949,559c2234e4b06aca36af13c6,Cogs,FROZEN,27717fb4-c6a4-575f-a65f-22bb64ac1d54,57ebc2bde4b0ac389136a348
567,511111600565,5332f5f6e4b03c9a25efd0b4,Cogs,BEAUTY,9bec47b3-5838-566a-a333-fe3eb1dccb37,5a02196ce4b00efe02b02a5a
568,511111600077,53e10d6368abd3c7065097cc,Cogs,BEAUTY & PERSONAL CARE,5e7244a1-b925-5105-9465-d57b664d978a,5a5d2bcbe4b0db471c2d0435
569,511111802358,559c2234e4b06aca36af13c6,Cogs,DAIRY,4f954220-ba14-5375-8b2e-e6b27eadbd6b,57d9580ee4b0ac389136a2b6
570,511111404729,550b2565e4b001d5e9e4146f,Cogs,BABY,83a117bb-8b1b-5672-8639-60e34a997fb4,5c112616315a241ba1716511
571,511111315674,5f403231be37ce5f78d9ed14,Cogs,BAKING,be1e88ee-b8fb-598e-adeb-f3082f277fb9,5f403231be37ce5f78d9ed17
572,511111918202,5fd3acb5be37ce0d9386bb3e,Cogs,BAKING,e61d2a47-61c0-5e56-91ff-ad8c9bcbe010,5fd3acb6be37ce0d9386bb42
573,511111406136,5332f5f3e4b03c9a25efd0ae,Cogs,BREAKFAST & CEREAL,a1a47682-04af-57ea-8a66-5325ab76d943,5db20be5a60b87376833e366
574,511111605546,5332f5fbe4b03c9a25efd0ba,Cogs,SNACKS,6e0ab32b-5995-5229-bf75-92ea44f5b7c0,5d9d08d1a60b87376833e348
575,511111306009,5332f5f3e4b03c9a25efd0ae,Cogs,BREAKFAST & CEREAL,ea92c6af-916c-52b4-b17c-f462c347268e,5daf54491dda2c3e1416ae97
576,511111003809,5332f734e4b03c9a25efd104,Cpgs,,2076f06d-007f-57ef-8ec7-a32e03bcd42c,5332f734e4b03c9a25efd103
577,511111302858,5332fa58e4b03c9a25efd215,Cpgs,,17340821-39b4-551b-902e-5ff39d482d10,53501d29b9237fd7718f9e15
578,511111903628,5332f5f3e4b03c9a25efd0ae,Cpgs,,6f2fb524-1e23-5fb3-bd98-cd152833d7c1,5332f775e4b03c9a25efd128
